Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Loan_Status,Disbursed_Date
L16652,C12800,B05,Home Loan,1343710,7.7,19,Delayed,2024-01-25
L16653,C09084,B02,Home Loan,1859084,11.9,18,Default,2024-04-19
L16654,C11654,B04,Home Loan,643622,9.0,4,Active,2022-12-10
L16655,C09952,B03,Personal Loan,4393037,12.3,7,Delayed,2022-02-28
L16656,C09237,B02,Education Loan,3098536,14.0,26,Active,2022-11-05
L16657,C15853,B05,Personal Loan,4466106,11.1,5,Active,2024-03-15
L16658,C11601,B02,Education Loan,1888637,7.8,26,Active,2023-08-23
L16659,C05782,B03,Personal Loan,4057110,10.9,9,Delayed,2022-10-15
L16660,C12844,B02,Education Loan,1651990,10.2,16,Active,
L16661,C07199,B03,Education Loan,1925250,9.6,22,Active,2022-06-12
L16662,C16304,B01,Personal Loan,99999999,9.9,15,Closed,2023-08-17
L16663,C18073,B04,Personal Loan,2004014,8.9,24,Delayed,2023-01-16
L16664,C12070,B01,Personal Loan,729112,15.8,25,Active,2023-07-29
L16665,C15205,B01,Personal Loan,3181593,12.8,23,Delayed,2024-05-01
L16666,C02890,B05,Car Loan,2343238,8.1,7,Closed,2024-06-17
L16667,C18867,B01,Personal Loan,4380488,13.8,27,Closed,2022-12-16
L16668,C13479,B02,Home Loan,3624423,10.0,24,Active,2022-12-22
L16669,C17578,B03,Personal Loan,4208952,12.2,26,Active,2024-01-31
L16670,C15241,B03,Education Loan,3178581,14.5,27,Active,2023-08-15
L16671,C15250,B04,Education Loan,833574,12.2,20,Closed,2023-08-19
L16672,C02097,B01,Personal Loan,3275697,9.0,20,Active,2023-04-24
L16673,C05229,B02,Personal Loan,3012190,15.5,25,Active,2024-04-03
L16674,C07017,B03,Car Loan,4064041,12.7,10,Active,2022-10-31
L16675,C10420,B01,Car Loan,296477,15.1,11,Active,2022-11-15
L16676,C08291,B01,Home Loan,1828737,10.3,10,Default,2023-10-28
L16677,C08334,B04,Personal Loan,940739,11.2,20,Closed,2024-04-14
L16678,C10686,B05,Personal Loan,2370039,12.1,16,Active,2023-09-20
L16679,C07806,B04,Education Loan,4997174,7.8,21,Active,2022-05-04
L16680,C11568,B05,Personal Loan,1777794,12.2,25,Active,2022-09-24
L16681,C15584,B05,Home Loan,363965,-1.0,7,Active,2023-01-31
L16682,C12532,B05,Personal Loan,1429641,10.7,7,Delayed,2024-04-17
L16683,C07751,B04,Education Loan,3753921,11.9,19,Active,2023-09-06
L16684,C19178,B01,Car Loan,1958348,13.9,3,Active,2023-04-13
L16685,C02955,B04,Education Loan,1161091,15.8,24,Delayed,2024-01-25
L16686,C00055,B05,Education Loan,1819916,8.6,30,Active,2023-03-20
L16687,C06972,B03,Car Loan,3538922,15.5,24,Active,2023-04-28
L16688,C10786,B02,Personal Loan,2231543,11.1,14,Active,2023-11-06
L16689,C16144,B05,Education Loan,1561248,10.0,23,Active,2022-02-05
L16690,C11814,B04,Home Loan,4311398,12.7,23,Active,2024-02-17
L16691,C10156,B04,Personal Loan,2620591,11.0,28,Active,2023-07-23
L16692,C06077,B05,Car Loan,1873582,15.3,19,Closed,2023-05-05
L16693,C00253,B01,Education Loan,4294070,14.4,8,Active,2023-07-10
L16694,C07808,B03,Education Loan,2333013,15.8,24,Active,2022-10-30
L16695,C12463,B04,Personal Loan,1186118,9.5,20,Delayed,2023-12-12
L16696,C16397,B03,Personal Loan,2269059,8.2,5,Actve,2024-01-11
L16697,C03498,B02,Personal Loan,3970361,14.6,25,Active,2022-11-29
L16698,C05221,B03,Car Loan,1559445,14.8,24,Active,2022-07-16
L16699,C02155,B05,Car Loan,1097580,14.2,28,Delayed,2022-02-19
L16700,C14101,B04,Personal Loan,2510373,7.8,27,Active,2022-09-20
L16701,C06088,B05,Car Loan,4501889,10.2,8,Active,2023-12-08
L16702,C17624,B03,Home Loan,4360800,7.7,4,Active,2022-05-23
L16703,C15405,B01,Home Loan,4427521,11.0,28,Active,2024-01-08
L16704,C18976,B01,Car Loan,1521725,8.4,16,Active,2023-06-21
L16705,C01002,B01,Personal Loan,4263713,15.9,30,Active,2023-06-12
L16706,C17246,B04,Personal Loan,99999999,10.7,26,Active,2023-03-25
L16707,C04145,B04,Home Loan,1790864,10.7,16,Active,2024-05-12
L16708,C11696,B01,Car Loan,2519068,13.2,20,Closed,2022-06-29
L16709,C04055,B04,Education Loan,3644543,15.2,8,Default,2022-03-24
L16710,C12736,B04,Home Loan,3523726,7.6,9,Active,2022-12-03
L16711,C16456,B04,Car Loan,3969434,13.3,12,Active,2023-07-28
L16712,C09049,B03,Personal Loan,2602460,10.9,8,Delayed,2023-08-06
L16713,C05004,B03,Personal Loan,1119681,9.0,3,Default,2024-05-27
L16714,C09721,B01,Education Loan,1287314,8.1,10,Closed,2023-01-18
L16715,C11587,B05,Education Loan,1214226,14.3,5,Delayed,2023-06-07
L16716,C14979,B04,Car Loan,1969134,14.8,19,Closed,2023-10-10
L16717,C02526,B04,Car Loan,774625,13.0,16,Default,2024-05-20
L16718,C00942,B05,Car Loan,1034049,14.4,23,Active,2024-01-31
L16719,C15821,B05,Home Loan,3321090,10.9,29,Active,2023-01-29
L16720,C02181,B02,Education Loan,621346,7.7,19,Active,2022-09-14
L16721,C05216,B02,Car Loan,2966591,15.0,4,Default,2022-10-29
L16722,C17873,B02,Personal Loan,985812,14.8,17,Active,2022-09-22
L16723,C09224,B02,Education Loan,1327609,11.2,15,Active,2023-11-29
L16724,C01875,B01,Personal Loan,673503,9.3,13,Default,2022-12-19
L16725,C06639,B04,Education Loan,2963862,10.1,12,Active,2023-04-28
L16726,C17282,B01,Car Loan,640943,10.9,5,Active,2023-11-01
L16727,C13150,B04,Personal Loan,4694750,15.0,11,Active,2023-04-09
L16728,C15400,B05,Personal Loan,879618,8.2,27,Closed,2023-02-28
L16729,C05169,B01,Personal Loan,1899784,15.8,11,Delayed,2024-04-17
L16730,C16438,B02,Education Loan,1996868,15.0,7,Active,2022-10-19
L16731,C00009,B01,Car Loan,761973,14.3,3,Default,2023-07-11
L16732,C03439,B04,Personal Loan,885780,14.8,18,Active,2023-03-18
L16733,C10511,B05,Personal Loan,2583439,11.4,18,Active,2023-09-19
L16734,C17499,B04,Education Loan,2539036,13.2,28,Active,2022-07-24
L16735,C19498,B03,Personal Loan,2241015,9.0,6,Closed,2023-10-28
L16736,C07993,B03,Home Loan,1429282,9.6,5,Active,2022-04-18
L16737,C16618,B02,Car Loan,4910539,12.7,4,Default,2022-05-21
L16738,C05048,B04,Home Loan,4220283,11.2,14,Delayed,2022-10-23
L16739,C19859,B02,Education Loan,99999999,15.3,15,Active,2023-01-20
L16740,C02230,B02,Personal Loan,755004,10.0,6,Active,2022-04-03
L16741,C08895,B05,Education Loan,2121361,8.5,26,Delayed,2024-05-25
L16742,C00083,B05,Personal Loan,3634708,13.6,23,Closed,2022-11-16
L16743,C11356,B02,Education Loan,4144241,9.1,11,Active,2022-06-10
L16744,C08817,B04,Education Loan,550597,9.8,21,Active,2022-11-15
L16745,C15954,B04,Car Loan,1267844,13.7,17,Active,2024-03-11
L16746,C12618,B05,Personal Loan,4850966,9.2,13,Active,2024-03-26
L16747,C06746,B03,Home Loan,1942495,11.9,27,Closed,2022-02-01
L16748,C18982,B03,Car Loan,3615844,10.8,25,Delayed,2024-05-07
L16749,C02258,B05,Education Loan,4017212,12.8,12,Active,2022-04-28
L16750,C01387,B05,Car Loan,4340250,15.1,30,Active,2022-06-07
L16751,C03377,B04,Home Loan,4914116,8.5,16,Active,2023-08-27
L16752,C11395,B05,Education Loan,642148,14.1,22,Active,2023-02-21
L16753,C19251,B04,Car Loan,1785726,15.6,9,Active,2023-10-02
L16754,C03136,B02,Personal Loan,3125308,9.0,30,Delayed,2022-10-17
L16755,C15806,B04,Home Loan,821744,10.3,13,Active,2022-07-30
L16756,C15158,B05,Home Loan,233810,13.5,15,Delayed,2022-09-05
L16757,C05778,B05,Home Loan,2775446,13.4,5,Active,2023-02-26
L16758,C03048,B04,Education Loan,1980522,15.1,12,Delayed,2022-09-10
L16759,C15617,B02,Car Loan,997573,15.0,5,Default,2022-05-09
L16760,C15959,B04,Education Loan,4915484,15.9,8,Active,2024-05-03
L16761,C14099,B01,Home Loan,2442431,10.7,12,Active,2023-02-09
L16762,C15329,B04,Personal Loan,1957075,15.6,23,Delayed,2023-08-08
L16763,C09386,B02,Personal Loan,4724468,7.9,29,Delayed,2022-06-16
L16764,C07512,B01,Car Loan,2961922,11.3,29,Default,2024-03-02
L16765,C00456,B05,Car Loan,1379102,10.2,21,Active,2022-08-16
L16766,C10238,B04,Car Loan,2680037,7.9,13,Delayed,2022-12-11
L16767,C14560,B04,Car Loan,3905472,14.5,8,Active,2022-05-18
L16768,C03791,B04,Personal Loan,1698684,9.7,12,Active,2022-09-15
L16769,C05809,B01,Education Loan,1443810,13.7,9,Closed,2022-03-22
L16770,C11377,B03,Education Loan,479234,8.4,5,Active,2023-10-30
L16771,C05431,B02,Car Loan,2908550,15.5,3,Active,2022-08-05
L16772,C17602,B05,Education Loan,4379113,14.8,26,Active,2022-09-26
L16773,C10522,B04,Home Loan,541685,15.2,8,Default,2022-08-23
L16774,C08357,B05,Car Loan,3396965,13.5,10,Active,2022-11-21
L16775,C05319,B01,Personal Loan,724023,9.1,20,Active,2022-02-19
L16776,C18181,B02,Education Loan,4889910,11.7,4,Closed,2024-04-09
L16777,C14329,B03,Personal Loan,1045463,10.5,16,Default,2023-06-08
L16778,C11496,B05,Car Loan,3167402,8.8,15,Active,2024-02-15
L16779,C05840,B01,Personal Loan,4991333,10.4,26,Active,2022-07-21
L16780,C02374,B01,Car Loan,708886,15.3,16,Closed,2022-06-02
L16781,C16135,B04,Home Loan,2721395,14.0,6,Closed,2023-05-18
L16782,C00949,B01,Education Loan,2326981,12.0,25,Closed,2022-12-14
L16783,C08746,B02,Education Loan,360366,10.3,12,Delayed,2024-05-05
L16784,C11471,B04,Car Loan,1470431,12.0,23,Active,2023-02-07
L16785,C10331,B03,Car Loan,3481373,15.9,17,Default,2022-06-25
L16786,C13807,B04,Education Loan,4695119,9.2,26,Active,2023-08-05
L16787,C00701,B01,Car Loan,3665602,9.4,23,Delayed,2023-08-30
L16788,C04542,B04,Education Loan,1218808,-1.0,23,Active,2022-02-20
L16789,C00408,B04,Home Loan,3034974,11.9,7,Closed,2023-05-23
L16790,C05012,B02,Home Loan,2334510,12.8,4,Active,2022-12-04
L16791,C04236,B04,Personal Loan,1840418,11.3,27,Default,2024-02-24
L16792,C17215,B03,Education Loan,4735808,7.7,25,Active,2022-03-11
L16793,C06958,B05,Personal Loan,954666,8.9,4,Default,2024-04-25
L16794,C11308,B04,Car Loan,615009,12.9,21,Active,2023-07-31
L16795,C03525,B04,Education Loan,1341852,11.0,25,Active,2022-07-07
L16796,C15481,B03,Personal Loan,3774415,8.0,20,Actve,2023-12-18
L16797,C10048,B04,Personal Loan,1977659,15.1,15,Active,2024-05-16
L16798,C17840,B01,Home Loan,3279806,13.3,20,Active,2023-06-07
L16799,C12025,B03,Car Loan,2242326,15.0,8,Active,2022-12-23
L16800,C15827,B02,Home Loan,2273338,12.5,16,Active,2023-03-16
L16801,C16066,B01,Education Loan,99999999,13.6,3,Active,2023-11-24
L16802,C01571,B05,Home Loan,685122,12.8,24,Delayed,2022-10-22
L16803,C10278,B04,Car Loan,1467041,8.4,25,Default,2023-03-03
L16804,C07251,B02,Car Loan,4219624,9.3,10,Active,2023-05-26
L16805,C07346,B01,Education Loan,4904187,8.1,28,Active,2023-09-24
L16806,C07950,B05,Personal Loan,331094,12.2,11,Delayed,2023-03-12
L16807,C18476,B04,Home Loan,2800946,11.0,18,Delayed,2023-11-01
L16808,C19501,B05,Home Loan,3967709,9.6,4,Delayed,2023-08-05
L16809,C08715,B01,Car Loan,3351650,11.6,12,Actve,2023-11-05
L16810,C19897,B05,Car Loan,3101439,10.4,27,Closed,2022-08-05
L16811,C05619,B01,Education Loan,2209083,15.9,30,Delayed,2023-02-19
L16812,C14726,B05,Education Loan,1125373,14.3,9,Active,2023-01-16
L16813,C01520,B03,Education Loan,951797,15.7,11,Delayed,2022-10-05
L16814,C03166,B05,Education Loan,2891341,15.5,30,Delayed,2023-04-27
L16815,C03692,B05,Car Loan,3255415,14.2,13,Delayed,2023-02-09
L16816,C11428,B05,Personal Loan,3531242,9.8,25,Active,2023-12-19
L16817,C13823,B04,Personal Loan,2450573,14.7,27,Active,2023-08-27
L16818,C00647,B01,Education Loan,2063367,12.9,25,Active,2024-06-17
L16819,C03970,B04,Home Loan,4260922,12.0,4,Active,2023-10-23
L16820,C17679,B03,Car Loan,4043113,13.8,6,Active,2023-01-06
L16821,C07299,B04,Home Loan,857547,12.8,29,Active,2023-09-21
L16822,C14351,B05,Home Loan,4790462,12.5,20,Default,2023-08-14
L16823,C00550,B03,Car Loan,579765,12.6,4,Delayed,2023-10-05
L16824,C08657,B02,Car Loan,3765044,14.0,5,Active,2022-09-23
L16825,C07562,B04,Education Loan,3834670,12.9,16,Active,2024-03-13
L16826,C15820,B02,Car Loan,210187,13.8,8,Closed,2023-08-13
L16827,C12961,B03,Personal Loan,2563813,13.2,30,Active,2022-03-12
L16828,C01416,B04,Education Loan,1841841,8.7,30,Active,2022-05-10
L16829,C04388,B05,Home Loan,254449,13.2,9,Active,2023-12-03
L16830,C11103,B04,Personal Loan,4581433,16.0,10,Closed,2022-08-17
L16831,C00077,B04,Personal Loan,2910912,9.4,5,Active,2023-11-28
L16832,C02293,B03,Education Loan,1822612,11.9,22,Active,2023-03-04
L16833,C16668,B02,Education Loan,595725,11.2,14,Active,2022-11-01
L16834,C00415,B05,Car Loan,1112363,11.3,18,Delayed,2022-10-03
L16835,C14421,B02,Personal Loan,99999999,13.9,7,Active,2022-05-05
L16836,C10990,B02,Home Loan,891304,9.4,12,Default,2022-06-23
L16837,C19855,B04,Car Loan,745519,15.5,16,Active,2024-01-18
L16838,C11772,B05,Car Loan,4047112,11.6,27,Active,2023-10-29
L16839,C02711,B03,Education Loan,309029,14.0,21,Active,2023-02-27
L16840,C12328,B02,Personal Loan,1369209,9.3,26,Active,2023-05-23
L16841,C13550,B01,Education Loan,99999999,14.8,8,Active,2022-07-25
L16842,C05891,B05,Car Loan,2396774,11.2,25,Active,2024-04-01
L16843,C05148,B04,Car Loan,3847057,11.1,18,Active,2022-09-23
L16844,C08063,B01,Car Loan,2614503,9.2,29,Active,2022-01-08
L16845,C10046,B04,Education Loan,735818,14.8,10,Active,2022-11-05
L16846,C05074,B02,Personal Loan,4820251,15.0,14,Active,
L16847,C14935,B01,Car Loan,4015618,13.2,16,Active,2024-03-14
L16848,C17046,B04,Home Loan,3308316,13.2,12,Active,2023-05-08
L16849,C03367,B02,Home Loan,3690081,12.4,6,Active,2022-06-28
L16850,C14821,B02,Education Loan,4806275,11.2,26,Active,2023-01-22
L16851,C09310,B04,Car Loan,4055437,13.7,5,Active,2024-05-24
L16852,C02718,B02,Education Loan,1201993,8.6,16,Active,2024-06-16
L16853,C05383,B01,Education Loan,2879891,11.4,11,Delayed,2022-12-04
L16854,C18408,B01,Personal Loan,4331975,14.4,29,Default,2023-05-31
L16855,C03099,B05,Education Loan,3246972,11.5,24,Delayed,2024-04-21
L16856,C00950,B03,Car Loan,1188104,15.2,3,Active,2022-03-24
L16857,C14457,B03,Education Loan,2151214,13.5,22,Delayed,2022-10-08
L16858,C10913,B05,Personal Loan,1525856,10.3,17,Active,2023-01-30
L16859,C05169,B03,Education Loan,2505322,11.9,9,Active,2022-06-17
L16860,C15000,B02,Personal Loan,4896164,12.1,5,Active,2022-06-07
L16861,C10590,B05,Education Loan,1824010,10.2,14,Delayed,2023-10-31
L16862,C04754,B04,Education Loan,2576098,13.7,29,Delayed,2022-06-30
L16863,C13853,B04,Education Loan,4794889,13.6,18,Active,2024-05-05
L16864,C16938,B02,Car Loan,1932687,13.5,14,Default,2022-10-01
L16865,C08861,B05,Home Loan,4997510,12.3,17,Delayed,2023-07-08
L16866,C15762,B02,Car Loan,3333499,14.5,27,Active,2023-11-28
L16867,C02668,B05,Personal Loan,338056,10.7,27,Default,2023-11-23
L16868,C01262,B04,Education Loan,3940719,13.6,16,Default,2023-05-24
L16869,C00245,B03,Home Loan,1767680,13.5,26,Delayed,2022-10-25
L16870,C06779,B04,Personal Loan,2376062,9.9,25,Closed,2023-08-05
L16871,C07643,B02,Car Loan,806250,13.2,12,Active,2023-10-22
L16872,C17634,B05,Personal Loan,4212737,9.1,11,Active,2022-11-22
L16873,C19811,B05,Car Loan,1544621,10.3,22,Active,2022-06-23
L16874,C12722,B01,Education Loan,3274943,12.4,11,Active,2023-10-07
L16875,C19456,B01,Education Loan,444347,11.4,8,Closed,2024-01-24
L16876,C19438,B01,Home Loan,4323522,12.8,25,Active,2023-11-28
L16877,C08967,B03,Education Loan,3662182,14.2,9,Delayed,2022-03-07
L16878,C05320,B04,Personal Loan,4754274,13.4,4,Closed,2023-01-18
L16879,C08320,B04,Home Loan,3290605,9.4,28,Delayed,2023-11-16
L16880,C00294,B02,Personal Loan,3277531,10.1,8,Closed,2022-05-18
L16881,C12924,B05,Education Loan,3749056,12.2,20,Default,2023-04-28
L16882,C17531,B01,Home Loan,3618112,15.4,7,Delayed,2024-03-26
L16883,C16652,B04,Personal Loan,4894154,7.8,25,Active,2024-02-22
L16884,C05023,B03,Education Loan,586174,11.3,22,Default,2023-04-28
L16885,C11565,B01,Personal Loan,2548875,8.4,19,Active,2023-12-13
L16886,C17719,B05,Personal Loan,4013218,9.0,15,Closed,2022-10-30
L16887,C14483,B04,Personal Loan,1027520,13.4,7,Closed,2023-05-10
L16888,C01158,B03,Car Loan,4882588,12.2,27,Active,2023-03-28
L16889,C00480,B04,Home Loan,3130128,12.6,10,Closed,2022-11-19
L16890,C18210,B02,Home Loan,2467584,8.7,14,Active,2023-10-05
L16891,C17571,B01,Home Loan,613206,7.8,17,Active,2023-06-07
L16892,C15093,B02,Personal Loan,2148822,10.5,26,Active,2023-11-16
L16893,C10778,B02,Home Loan,4812372,13.6,28,Active,2023-09-15
L16894,C19510,B04,Car Loan,3556097,8.0,10,Active,2022-03-26
L16895,C09849,B03,Car Loan,3679453,9.5,25,Closed,2023-02-05
L16896,C12147,B05,Personal Loan,1217681,8.9,16,Active,2024-03-20
L16897,C04322,B04,Car Loan,2085673,12.4,26,Closed,2024-04-27
L16898,C06676,B04,Education Loan,764062,15.0,16,Default,2023-12-30
L16899,C02718,B04,Home Loan,3881865,11.8,11,Delayed,2022-01-08
L16900,C10665,B02,Home Loan,4654278,13.6,23,Active,2024-01-31
L16901,C07363,B03,Education Loan,2135044,10.7,24,Active,2022-05-15
L16902,C14177,B05,Car Loan,523478,15.9,23,Active,2023-08-22
L16903,C18402,B05,Personal Loan,4623056,10.7,18,Active,2023-12-14
L16904,C16813,B02,Personal Loan,3538158,7.7,12,Active,2023-06-07
L16905,C11184,B04,Personal Loan,2497290,14.8,10,Delayed,2022-11-07
L16906,C15830,B01,Personal Loan,1647013,15.3,21,Active,2022-03-04
L16907,C08240,B01,Home Loan,1629706,11.9,4,Active,2022-05-16
L16908,C12528,B03,Car Loan,250763,7.8,15,Active,2023-09-09
L16909,C02784,B04,Personal Loan,3383509,10.1,25,Active,2022-04-17
L16910,C01927,B01,Home Loan,1346054,11.8,24,Closed,2022-11-13
L16911,C01238,B02,Education Loan,1018380,9.2,12,Active,2024-02-28
L16912,C05930,B04,Car Loan,4179615,12.0,29,Active,2023-11-29
L16913,C12127,B01,Education Loan,1315724,11.9,16,Default,2022-07-31
L16914,C09447,B01,Car Loan,297721,7.8,9,Closed,2024-01-19
L16915,C19164,B04,Personal Loan,2463395,8.5,10,Active,2023-04-18
L16916,C01370,B03,Education Loan,1221229,11.0,19,Default,2023-07-31
L16917,C08959,B03,Personal Loan,3634299,14.3,16,Active,2022-10-27
L16918,C07957,B03,Car Loan,3739477,12.1,28,Active,
L16919,C04740,B05,Education Loan,2199405,13.2,28,Closed,2022-07-17
L16920,C10822,B05,Home Loan,4918746,8.9,21,Closed,2024-03-08
L16921,C07536,B03,Home Loan,3916732,-1.0,28,Closed,2023-08-07
L16922,C04312,B04,Home Loan,3388852,15.4,4,Active,2024-03-10
L16923,C10205,B03,Home Loan,2015955,13.8,19,Active,2024-02-14
L16924,C04397,B02,Car Loan,2763085,15.1,14,Active,2022-05-17
L16925,C15074,B01,Personal Loan,1716362,12.8,6,Default,2024-04-02
L16926,C07295,B04,Personal Loan,2070279,9.4,11,Active,2022-08-07
L16927,C09070,B05,Car Loan,3210915,14.1,11,Active,2022-08-13
L16928,C03450,B04,Education Loan,3713464,11.9,28,Active,2022-12-22
L16929,C18532,B02,Home Loan,2952913,10.6,5,Closed,2022-09-30
L16930,C03536,B04,Car Loan,1223487,14.1,18,Active,2024-04-05
L16931,C12816,B03,Education Loan,2782864,12.4,29,Active,2024-02-21
L16932,C12833,B05,Education Loan,594491,10.9,8,Active,2024-01-27
L16933,C02412,B03,Home Loan,1590310,10.5,16,Active,2023-02-08
L16934,C02950,B03,Car Loan,3567133,9.2,16,Active,2022-06-23
L16935,C02286,B05,Education Loan,233294,9.8,11,Active,2022-04-16
L16936,C18654,B01,Education Loan,4555238,10.7,21,Active,2022-07-20
L16937,C11030,B02,Car Loan,3782750,14.7,17,Default,2023-08-15
L16938,C02983,B02,Car Loan,4386442,14.0,13,Closed,2022-06-26
L16939,C16057,B04,Car Loan,1951561,10.0,20,Active,2023-06-08
L16940,C18624,B04,Personal Loan,2009588,15.9,7,Active,2024-01-05
L16941,C10666,B04,Car Loan,251430,14.5,7,Active,2024-05-29
L16942,C11168,B05,Education Loan,4704641,14.3,14,Active,2022-10-18
L16943,C16079,B01,Car Loan,1455678,10.1,6,Active,2024-05-29
L16944,C08449,B02,Education Loan,587938,10.5,6,Active,2023-12-03
L16945,C01607,B02,Home Loan,788554,14.5,15,Closed,2022-02-02
L16946,C14772,B02,Education Loan,512633,8.7,27,Active,2022-03-03
L16947,C06579,B01,Personal Loan,433939,13.1,7,Active,2024-01-07
L16948,C13276,B02,Personal Loan,99999999,11.4,19,Active,2024-04-12
L16949,C00962,B01,Personal Loan,1701274,15.1,16,Active,2022-04-26
L16950,C06857,B05,Home Loan,3521132,13.8,5,Active,2022-06-18
L16951,C07122,B01,Car Loan,824606,12.8,6,Delayed,2024-04-08
L16952,C06271,B02,Personal Loan,1515949,15.0,21,Closed,2022-06-04
L16953,C11376,B02,Personal Loan,2761965,14.9,7,Active,2023-06-04
L16954,C08671,B04,Home Loan,3016890,15.5,15,Closed,2023-02-15
L16955,C18512,B04,Car Loan,4936026,8.7,28,Delayed,2022-07-30
L16956,C14411,B05,Personal Loan,470804,11.8,9,Active,2024-02-08
L16957,C09204,B01,Home Loan,2290832,13.5,12,Closed,2022-05-29
L16958,C05417,B05,Education Loan,99999999,11.5,8,Active,2023-05-19
L16959,C07510,B02,Home Loan,3487816,13.8,9,Delayed,2023-11-09
L16960,C06218,B05,Home Loan,2885019,11.2,3,Delayed,2023-01-16
L16961,C13591,B03,Education Loan,4853670,8.6,30,Delayed,2024-03-02
L16962,C18634,B03,Personal Loan,4732822,12.0,12,Default,2023-01-12
L16963,C14364,B02,Personal Loan,2856891,8.0,28,Default,2023-08-26
L16964,C18695,B01,Personal Loan,2991250,14.6,28,Active,2022-10-19
L16965,C03423,B02,Home Loan,4768143,7.9,3,Active,2023-09-09
L16966,C01746,B02,Home Loan,4268856,15.4,13,Delayed,2022-10-28
L16967,C14012,B03,Home Loan,2784606,9.3,23,Active,2023-10-28
L16968,C19630,B04,Car Loan,4760272,13.0,23,Active,2023-08-21
L16969,C10794,B04,Personal Loan,531143,14.6,19,Active,2023-08-02
L16970,C09046,B05,Personal Loan,2455659,15.2,3,Delayed,2023-03-28
L16971,C10184,B03,Personal Loan,4060519,11.5,11,Active,2022-02-20
L16972,C03102,B02,Car Loan,1783567,8.2,18,Active,2024-04-14
L16973,C19627,B02,Personal Loan,4319244,12.6,26,Default,2024-04-13
L16974,C01160,B02,Home Loan,1749350,12.1,23,Active,2022-12-13
L16975,C15424,B05,Car Loan,3904145,8.9,22,Default,2022-02-25
L16976,C08352,B04,Education Loan,1975824,9.7,27,Default,2022-03-27
L16977,C16298,B05,Personal Loan,3872231,14.8,10,Default,2023-12-24
L16978,C14606,B02,Education Loan,1469152,12.1,12,Active,2022-11-08
L16979,C16427,B02,Home Loan,1831225,10.9,15,Active,2023-05-30
L16980,C14626,B05,Personal Loan,4717064,14.1,9,Active,2022-12-05
L16981,C12952,B04,Personal Loan,3931153,12.9,22,Active,2023-12-26
L16982,C10646,B01,Personal Loan,2732699,9.8,13,Delayed,2023-01-24
L16983,C00514,B04,Home Loan,703003,12.8,24,Delayed,2022-01-28
L16984,C16519,B01,Home Loan,3107841,10.6,7,Active,2023-11-18
L16985,C07370,B01,Car Loan,2161201,14.2,11,Active,2024-04-04
L16986,C07708,B01,Car Loan,530053,12.4,17,Closed,2022-12-30
L16987,C15338,B01,Car Loan,1393481,7.7,18,Active,2023-12-08
L16988,C01451,B03,Education Loan,4435763,9.9,5,Delayed,2022-12-01
L16989,C03596,B01,Personal Loan,3672812,13.6,13,Active,2022-04-24
L16990,C18512,B03,Education Loan,585483,10.3,18,Closed,2023-06-05
L16991,C19149,B01,Home Loan,3833631,9.4,16,Closed,2022-01-30
L16992,C18554,B02,Education Loan,2673932,14.3,13,Active,2023-11-28
L16993,C00142,B01,Car Loan,4258080,15.8,11,Closed,2024-05-02
L16994,C07732,B02,Personal Loan,4355619,7.9,28,Active,2023-11-10
L16995,C11169,B01,Personal Loan,3533390,8.4,8,Default,2023-08-08
L16996,C06249,B03,Home Loan,703064,8.9,24,Active,2023-10-11
L16997,C01691,B03,Education Loan,1101951,8.4,3,Default,2022-01-23
L16998,C00714,B05,Car Loan,4190213,8.7,6,Default,2024-01-26
L16999,C15209,B04,Car Loan,1544474,7.6,5,Delayed,2023-01-11
L17000,C16020,B03,Home Loan,3633384,9.7,29,Active,2022-07-03
L17001,C12337,B03,Education Loan,2748040,10.1,22,Active,2024-02-21
L17002,C02123,B01,Personal Loan,2794475,11.4,25,Active,2022-06-10
L17003,C08098,B03,Education Loan,3334392,9.6,17,Delayed,2023-03-15
L17004,C09285,B03,Home Loan,1805463,10.0,24,Active,2022-11-03
L17005,C02028,B02,Personal Loan,2463293,8.0,7,Active,2023-11-25
L17006,C03782,B02,Home Loan,3676520,15.3,11,Active,2024-03-14
L17007,C09035,B04,Personal Loan,3905868,8.5,11,Delayed,2022-09-07
L17008,C05325,B04,Home Loan,4715865,9.4,21,Default,2022-03-27
L17009,C06993,B02,Education Loan,1101702,9.7,16,Active,2024-02-21
L17010,C04426,B04,Car Loan,985146,14.7,18,Default,2022-03-31
L17011,C03759,B02,Education Loan,4420977,11.5,7,Active,2022-03-09
L17012,C19730,B03,Car Loan,228947,10.4,4,Active,2023-08-07
L17013,C03674,B05,Home Loan,4072694,10.2,29,Active,2022-04-15
L17014,C11790,B04,Home Loan,220938,11.9,24,Active,2023-09-02
L17015,C16950,B03,Car Loan,2512498,8.4,26,Default,2024-05-09
L17016,C05811,B03,Home Loan,4943493,15.3,30,Active,2023-07-16
L17017,C06575,B03,Personal Loan,2994846,10.9,16,Default,2022-07-07
L17018,C11489,B01,Education Loan,2874834,10.5,11,Default,2022-09-25
L17019,C01988,B01,Car Loan,3238907,13.0,23,Active,2022-01-24
L17020,C12879,B05,Home Loan,2632300,9.5,17,Closed,2023-09-29
L17021,C03164,B05,Home Loan,326545,12.6,17,Active,2023-02-21
L17022,C15012,B05,Car Loan,1112625,-1.0,24,Active,2024-02-22
