Alert_ID,Customer_ID,Alert_Date,Alert_Type,Risk_Level
F006737,C05664,2023-07-10,Multiple Transactions,High
F006738,C07940,2023-06-13,High Amount,Low
F006739,C16436,2023-12-03,Location Mismatch,Medium
F006740,C17936,2023-12-17,Location Mismatch,High
F006741,C12649,2023-05-25,Multiple Transactions,Medium
F006742,C05114,2023-09-20,Multiple Transactions,Medium
F006743,C05152,2023-10-25,Location Mismatch,Medium
F006744,C10628,2023-03-07,Location Mismatch,High
F006745,C14110,2023-09-13,Location Mismatch,High
F006746,C17315,2023-10-20,HighAmount,Medium
F006747,C12809,2023-03-21,High Amount,Medium
F006748,C00635,2023-03-06,High Amount,High
F006749,C06627,2023-06-29,High Amount,Medium
F006750,C01784,2023-06-19,Multiple Transactions,
F006751,C15485,2023-11-14,Location Mismatch,Low
F006752,C16267,2023-02-12,Multiple Transactions,Low
F006753,C10472,2023-09-05,High Amount,Low
F006754,C08140,2023-07-09,Multiple Transactions,Low
F006755,C07900,2023-11-01,Location Mismatch,Medium
F006756,C00852,2023-04-22,High Amount,Low
F006757,C03112,2023-02-13,Multiple Transactions,High
F006758,C08053,2023-09-15,Location Mismatch,High
F006759,C09207,2023-05-04,High Amount,High
F006760,C14796,2023-06-06,Multiple Transactions,Low
F006761,C11852,2023-04-15,Multiple Transactions,High
F006762,C13541,2023-10-08,Location Mismatch,Medium
F006763,C13675,2023-03-05,High Amount,Medium
F006764,C14541,2023-06-24,High Amount,High
F006765,C01050,2023-10-24,Multiple Transactions,Medium
F006766,C19753,2023-03-19,High Amount,Low
F006767,C19009,2023-04-13,High Amount,Low
F006768,C16209,2023-09-21,High Amount,
F006769,C09255,2023-11-14,High Amount,High
F006770,C06653,2023-06-16,High Amount,Low
F006771,C08149,2023-11-04,High Amount,Low
F006772,C05963,2023-01-19,HighAmount,
F006773,C16799,2023-07-27,Location Mismatch,Medium
F006774,C04631,2023-07-19,Location Mismatch,Medium
F006775,C02864,2023-01-28,Multiple Transactions,Low
F006776,C06651,2023-08-30,Multiple Transactions,Medium
F006777,C08169,2023-01-06,Location Mismatch,Medium
F006778,C02354,2023-02-27,High Amount,Low
F006779,C08872,2023-10-28,Location Mismatch,High
F006780,C12273,2023-11-21,Multiple Transactions,Low
F006781,C08223,2023-05-05,Location Mismatch,Medium
F006782,C00590,2023-12-24,Location Mismatch,Low
F006783,C01243,2023-02-24,Location Mismatch,Low
F006784,C01524,2023-01-14,Location Mismatch,Medium
F006785,C16247,2023-03-23,Multiple Transactions,Medium
F006786,C09505,2023-08-06,High Amount,Medium
F006787,C06376,2023-05-08,HighAmount,Medium
F006788,C18020,2023-04-29,Multiple Transactions,
F006789,C02045,2023-07-09,HighAmount,High
F006790,C12412,2023-04-18,Location Mismatch,Medium
F006791,C11248,2023-02-02,Multiple Transactions,Low
F006792,C08333,2023-02-10,Multiple Transactions,Medium
F006793,C13469,2023-07-31,Multiple Transactions,Low
F006794,C14126,2023-09-04,High Amount,Medium
F006795,C00789,2023-07-16,Multiple Transactions,Low
F006796,C07255,2023-01-29,High Amount,Medium
F006797,C01434,2023-12-26,HighAmount,High
F006798,C02050,2023-12-01,High Amount,High
F006799,C10287,2023-07-02,High Amount,Medium
F006800,C08311,2023-09-27,Location Mismatch,
F006801,C06536,2023-02-05,Location Mismatch,Medium
F006802,C19055,2023-12-02,High Amount,High
F006803,C17660,2023-12-27,Multiple Transactions,Medium
F006804,C14176,2023-07-23,Multiple Transactions,Medium
F006805,C18454,2023-02-12,High Amount,Low
F006806,C14341,2023-04-18,Multiple Transactions,Medium
F006807,C05129,2023-08-11,Multiple Transactions,High
F006808,C12582,2023-09-01,High Amount,Medium
F006809,C12688,2023-11-02,High Amount,High
F006810,C06535,2023-04-11,High Amount,Low
F006811,C02703,2023-01-05,Location Mismatch,High
F006812,C02536,2023-09-20,Multiple Transactions,High
F006813,C03858,2023-04-18,Location Mismatch,High
F006814,C14952,2023-06-30,HighAmount,Low
F006815,C07165,2023-01-04,Multiple Transactions,Medium
F006816,C05859,2023-11-13,Multiple Transactions,Medium
F006817,C03895,2023-03-07,Multiple Transactions,Low
F006818,C10058,2023-08-06,Multiple Transactions,Low
F006819,C06497,2023-12-08,Location Mismatch,High
F006820,C08387,2023-01-21,High Amount,High
F006821,C08328,2023-10-04,High Amount,
F006822,C19392,2023-06-06,Multiple Transactions,Medium
F006823,C16976,2023-03-04,Multiple Transactions,Low
F006824,C08717,2023-11-30,Multiple Transactions,Low
F006825,C18242,2023-03-20,High Amount,Low
F006826,C06165,2023-06-18,Multiple Transactions,Medium
F006827,C15254,2023-05-14,High Amount,High
F006828,C07121,2023-02-11,Location Mismatch,High
F006829,C01371,2023-02-12,Location Mismatch,Medium
F006830,C04818,2023-10-23,Location Mismatch,Low
F006831,C10355,2023-12-02,High Amount,Low
F006832,C11403,2023-11-22,Multiple Transactions,Medium
F006833,C12828,2023-04-28,Multiple Transactions,Medium
F006834,C09397,2023-04-13,Location Mismatch,High
F006835,C03025,2023-07-19,Multiple Transactions,Low
F006836,C01490,2023-09-05,Multiple Transactions,Low
F006837,C04950,2023-06-10,High Amount,Medium
F006838,C10931,2023-06-23,High Amount,Medium
F006839,C18697,2023-05-07,Location Mismatch,Low
F006840,C13060,2023-08-05,High Amount,High
F006841,C11933,2023-11-13,Location Mismatch,Medium
F006842,C11578,2023-01-13,High Amount,Medium
F006843,C00191,2023-09-10,Location Mismatch,Low
F006844,C19158,2023-06-22,Location Mismatch,Low
F006845,C06826,2023-11-10,High Amount,High
F006846,C13176,2023-08-21,Multiple Transactions,Medium
F006847,C01708,2023-09-27,Multiple Transactions,Medium
F006848,C16183,2023-02-20,Location Mismatch,Medium
F006849,C16848,2023-05-24,High Amount,High
F006850,C01939,2023-12-10,High Amount,Medium
F006851,C03785,2023-02-28,High Amount,Medium
F006852,C12681,2023-09-30,Location Mismatch,High
F006853,C08351,2023-07-25,Multiple Transactions,High
F006854,C11349,2023-06-19,Multiple Transactions,Low
F006855,C01268,2023-09-14,Multiple Transactions,High
F006856,C06205,2023-05-05,Multiple Transactions,Medium
F006857,C12378,2023-05-31,Multiple Transactions,Low
F006858,C06458,2023-12-09,High Amount,High
F006859,C17222,2023-11-04,High Amount,Low
F006860,C14699,2023-06-01,Multiple Transactions,Medium
F006861,C12263,2023-04-07,Location Mismatch,High
F006862,C18492,2023-12-10,Location Mismatch,High
F006863,C14671,2023-09-15,Multiple Transactions,High
F006864,C11329,2023-11-20,Location Mismatch,Medium
F006865,C06618,2023-08-18,Location Mismatch,High
F006866,C00088,2023-11-20,Location Mismatch,
F006867,C12672,2023-04-02,Location Mismatch,Medium
F006868,C11498,2023-09-12,High Amount,Medium
F006869,C05314,2023-09-24,Location Mismatch,Medium
F006870,C06350,2023-12-22,Multiple Transactions,Low
F006871,C08766,2023-07-25,Multiple Transactions,Low
F006872,C04299,2023-05-13,High Amount,Low
F006873,C05309,2023-01-19,Location Mismatch,Medium
F006874,C17050,2023-01-25,Location Mismatch,High
F006875,C17952,2023-09-07,Location Mismatch,Low
F006876,C07883,2023-05-11,Multiple Transactions,Medium
F006877,C14194,2023-08-17,Multiple Transactions,Low
F006878,C08088,2023-08-15,High Amount,High
F006879,C18595,2023-07-11,Multiple Transactions,High
F006880,C07123,2023-11-06,High Amount,High
F006881,C14045,2023-10-10,Multiple Transactions,Low
F006882,C04266,2023-06-23,High Amount,Low
F006883,C08051,2023-09-18,Location Mismatch,High
F006884,C05697,2023-12-26,Multiple Transactions,High
F006885,C16552,2023-12-03,High Amount,Medium
F006886,C10929,2023-10-20,Multiple Transactions,Low
F006887,C07270,2023-07-06,High Amount,High
F006888,C07134,2023-04-01,High Amount,Medium
F006889,C10418,2023-01-12,High Amount,Medium
F006890,C08579,2023-07-27,Location Mismatch,
F006891,C13546,2023-10-21,High Amount,
F006892,C19530,2023-04-13,Multiple Transactions,
F006893,C19270,2023-08-27,High Amount,Medium
F006894,C12260,2023-07-30,High Amount,Low
F006895,C17048,2023-05-14,High Amount,High
F006896,C03594,2023-02-11,Multiple Transactions,Medium
F006897,C03895,2023-03-26,High Amount,Medium
F006898,C18153,2023-07-07,Location Mismatch,High
F006899,C00880,2023-08-24,High Amount,High
F006900,C14630,2023-09-16,Multiple Transactions,High
F006901,C13059,2023-07-02,Multiple Transactions,Low
F006902,C04193,2023-02-11,Location Mismatch,Low
F006903,C03960,2023-01-24,Multiple Transactions,Low
F006904,C00377,2023-03-05,High Amount,High
F006905,C12236,2023-02-05,Multiple Transactions,Medium
F006906,C09131,2023-05-12,Location Mismatch,Medium
F006907,C05352,2023-06-08,Multiple Transactions,Medium
F006908,C03086,2023-08-29,HighAmount,High
F006909,C16511,2023-09-23,Location Mismatch,
F006910,C15990,2023-03-18,Multiple Transactions,
F006911,C19767,2023-03-23,Location Mismatch,Medium
F006912,C09662,2023-12-14,Multiple Transactions,Low
F006913,C14866,2023-02-13,Multiple Transactions,High
F006914,C04276,2023-04-17,High Amount,Low
F006915,C02436,2023-11-07,High Amount,Low
F006916,C06735,2023-03-31,High Amount,Low
F006917,C16750,2023-05-17,Location Mismatch,High
F006918,C15981,2023-08-01,Location Mismatch,
F006919,C18554,2023-06-09,Location Mismatch,Medium
F006920,C04182,2023-12-25,High Amount,Low
F006921,C01728,2023-12-03,Location Mismatch,Medium
F006922,C02158,2023-08-07,Multiple Transactions,Medium
F006923,C06303,2023-04-21,Multiple Transactions,Medium
F006924,C02574,2023-12-07,Location Mismatch,Medium
F006925,C12741,2023-05-28,Location Mismatch,Low
F006926,C04057,2023-05-12,Location Mismatch,Medium
F006927,C11380,2023-04-06,Multiple Transactions,High
F006928,C06309,2023-12-10,Multiple Transactions,
F006929,C14757,2023-01-24,Location Mismatch,Medium
F006930,C19800,2023-08-11,Multiple Transactions,
F006931,C05869,2023-09-18,Location Mismatch,Medium
F006932,C12995,2023-10-20,Multiple Transactions,High
F006933,C18730,2023-08-13,Multiple Transactions,Low
F006934,C13048,2023-05-05,Location Mismatch,Medium
F006935,C12847,2023-09-07,Multiple Transactions,High
F006936,C13302,2023-09-26,Multiple Transactions,Medium
F006937,C13477,2023-01-28,High Amount,High
F006938,C06242,2023-04-13,Location Mismatch,Medium
F006939,C03980,2023-02-01,High Amount,High
F006940,C09210,2023-10-31,Location Mismatch,Low
F006941,C10083,2023-10-27,High Amount,High
F006942,C03289,2023-10-26,Multiple Transactions,High
F006943,C00465,2023-11-07,Location Mismatch,Medium
F006944,C02412,2023-01-13,Multiple Transactions,Medium
F006945,C13993,2023-07-04,Multiple Transactions,Low
F006946,C05447,2023-09-10,Location Mismatch,Medium
F006947,C10242,2023-08-08,Multiple Transactions,
F006948,C09548,2023-10-25,High Amount,Low
F006949,C18442,2023-02-19,Multiple Transactions,Low
F006950,C08934,2023-01-27,High Amount,Low
F006951,C16812,2023-07-06,Location Mismatch,Medium
F006952,C09324,2023-08-23,Location Mismatch,Low
F006953,C19530,2023-01-25,Location Mismatch,High
F006954,C04500,2023-05-15,High Amount,High
F006955,C09076,2023-05-10,Multiple Transactions,Low
F006956,C16537,2023-09-27,Multiple Transactions,Low
F006957,C04652,2023-05-31,Location Mismatch,Medium
F006958,C08211,2023-02-14,Location Mismatch,High
F006959,C15215,2023-12-15,Location Mismatch,Medium
F006960,C16871,2023-05-14,High Amount,Medium
F006961,C03129,2023-11-09,High Amount,Medium
F006962,C16039,2023-06-18,High Amount,Low
F006963,C03065,2023-01-19,Multiple Transactions,High
F006964,C00097,2023-11-04,High Amount,Low
F006965,C06348,2023-09-05,Location Mismatch,High
F006966,C03822,2023-11-03,High Amount,Low
F006967,C04497,2023-10-29,Location Mismatch,High
F006968,C18727,2023-10-21,Multiple Transactions,High
F006969,C09634,2023-12-14,Multiple Transactions,Medium
F006970,C06281,2023-08-18,Multiple Transactions,High
F006971,C08093,2023-06-07,Multiple Transactions,Low
F006972,C01855,2023-07-24,Multiple Transactions,High
F006973,C13753,2023-11-13,Multiple Transactions,Low
F006974,C19164,2023-07-14,Multiple Transactions,Medium
F006975,C13846,2023-07-19,Location Mismatch,Medium
F006976,C09561,2023-09-21,Multiple Transactions,Medium
F006977,C03445,2023-11-22,Location Mismatch,High
F006978,C19489,2023-01-19,Multiple Transactions,Medium
F006979,C00639,2023-08-27,Location Mismatch,Low
F006980,C06786,2023-12-18,High Amount,Medium
F006981,C14667,2023-01-15,High Amount,Low
F006982,C07344,2023-09-18,High Amount,Medium
F006983,C18080,2023-02-24,Location Mismatch,High
F006984,C14231,2023-09-02,Location Mismatch,High
F006985,C07402,2023-06-10,Multiple Transactions,High
F006986,C02217,2023-09-30,Multiple Transactions,High
F006987,C14702,2023-11-16,Location Mismatch,Medium
F006988,C12041,2023-12-31,Multiple Transactions,Medium
F006989,C13276,2023-08-18,High Amount,Low
F006990,C00031,2023-03-16,Location Mismatch,Low
F006991,C13414,2023-07-31,High Amount,Medium
F006992,C00207,2023-04-30,Multiple Transactions,Low
F006993,C09406,2023-01-15,High Amount,Medium
F006994,C05582,2023-10-03,High Amount,High
F006995,C08303,2023-05-17,Multiple Transactions,Medium
F006996,C16572,2023-04-08,Multiple Transactions,Medium
F006997,C11666,2023-09-03,Multiple Transactions,High
F006998,C06781,2023-04-23,Location Mismatch,Medium
F006999,C04688,2023-07-09,High Amount,High
F007000,C16893,2023-12-04,Multiple Transactions,Medium
F007001,C17765,2023-10-07,Multiple Transactions,
F007002,C16265,2023-02-05,Multiple Transactions,Medium
F007003,C18607,2023-05-15,Location Mismatch,
F007004,C17638,2023-08-08,Multiple Transactions,Low
F007005,C13060,2023-02-18,Location Mismatch,Low
F007006,C14198,2023-03-13,Location Mismatch,Medium
F007007,C04618,2023-06-27,High Amount,Low
F007008,C05141,2023-08-02,Multiple Transactions,Low
F007009,C07059,2023-12-28,High Amount,High
F007010,C07208,2023-08-26,Location Mismatch,Medium
F007011,C17265,2023-03-14,High Amount,Medium
F007012,C11430,2023-11-04,High Amount,Medium
F007013,C08554,2023-05-17,Location Mismatch,High
F007014,C17263,2023-03-20,Location Mismatch,High
F007015,C10955,2023-06-14,Location Mismatch,Low
F007016,C02214,2023-10-04,High Amount,High
F007017,C07787,2023-07-18,Multiple Transactions,High
F007018,C08360,2023-06-19,High Amount,High
F007019,C07927,2023-01-19,Multiple Transactions,Low
F007020,C03459,2023-02-11,HighAmount,Medium
F007021,C19888,2023-09-04,HighAmount,Medium
F007022,C18000,2023-07-23,High Amount,High
F007023,C09950,2023-06-25,Multiple Transactions,Low
F007024,C03303,2023-03-09,High Amount,Medium
F007025,C06994,2023-12-05,HighAmount,Medium
F007026,C08744,2023-06-04,High Amount,Low
F007027,C15821,2023-04-01,High Amount,High
F007028,C06980,2023-03-28,Location Mismatch,Medium
F007029,C07485,2023-12-04,High Amount,High
F007030,C01129,2023-03-29,High Amount,Medium
F007031,C15060,2023-05-01,Multiple Transactions,Low
F007032,C04951,2023-11-06,Multiple Transactions,Medium
F007033,C18756,2023-03-30,Location Mismatch,Medium
F007034,C19877,2023-01-14,High Amount,Low
F007035,C02797,2023-07-25,Location Mismatch,Medium
F007036,C03880,2023-05-07,Multiple Transactions,Medium
F007037,C19129,2023-03-11,Location Mismatch,High
F007038,C07529,2023-03-19,Multiple Transactions,
F007039,C15057,2023-01-12,Location Mismatch,Low
F007040,C04961,2023-06-30,High Amount,
F007041,C13355,2023-01-11,HighAmount,High
F007042,C09531,2023-01-21,Multiple Transactions,Low
F007043,C01289,2023-12-04,High Amount,Medium
F007044,C17176,2023-03-08,Multiple Transactions,Low
F007045,C19881,2023-04-10,Location Mismatch,Low
F007046,C14097,2023-10-04,High Amount,Medium
F007047,C19798,2023-06-26,High Amount,Low
F007048,C01190,2023-11-04,Location Mismatch,Medium
F007049,C18174,2023-05-08,Location Mismatch,Low
F007050,C07617,2023-01-08,High Amount,Medium
F007051,C03245,2023-05-04,High Amount,
F007052,C05014,2023-07-15,Location Mismatch,Medium
F007053,C15643,2023-10-07,Location Mismatch,Low
F007054,C01716,2023-05-05,HighAmount,High
F007055,C13064,2023-12-16,Multiple Transactions,Medium
F007056,C12959,2023-12-25,Location Mismatch,Medium
F007057,C07925,2023-09-24,HighAmount,Low
F007058,C06907,2023-10-05,High Amount,Medium
F007059,C02679,2023-01-22,High Amount,Medium
F007060,C00390,2023-11-12,Location Mismatch,Medium
F007061,C03210,2023-04-02,High Amount,High
F007062,C10918,2023-09-06,Location Mismatch,Low
F007063,C06106,2023-08-30,High Amount,Low
F007064,C04433,2023-09-14,Location Mismatch,High
F007065,C00407,2023-05-04,Multiple Transactions,
F007066,C04589,2023-09-01,Multiple Transactions,Medium
F007067,C17039,2023-10-08,Location Mismatch,Low
F007068,C10100,2023-02-04,Multiple Transactions,Medium
F007069,C00043,2023-05-26,Location Mismatch,High
F007070,C09150,2023-09-10,Multiple Transactions,Medium
F007071,C08284,2023-11-05,Location Mismatch,Medium
F007072,C10964,2023-10-25,Location Mismatch,
F007073,C19013,2023-03-30,Location Mismatch,Medium
F007074,C12191,2023-08-15,Multiple Transactions,Low
F007075,C09449,2023-07-29,Multiple Transactions,Medium
F007076,C02606,2023-10-27,HighAmount,
F007077,C01974,2023-02-07,Location Mismatch,Medium
F007078,C16327,2023-11-29,High Amount,High
F007079,C01539,2023-02-20,High Amount,High
F007080,C09116,2023-08-17,Location Mismatch,High
F007081,C06316,2023-05-23,Location Mismatch,Medium
F007082,C12831,2023-06-17,High Amount,Low
F007083,C17354,2023-11-10,Multiple Transactions,Medium
F007084,C02101,2023-08-18,Multiple Transactions,Low
F007085,C14851,2023-03-18,Location Mismatch,Medium
F007086,C13380,2023-11-26,Location Mismatch,High
F007087,C10108,2023-10-28,High Amount,Medium
F007088,C18911,2023-06-25,High Amount,Medium
F007089,C17973,2023-05-05,Multiple Transactions,Medium
F007090,C05370,2023-08-08,Location Mismatch,High
F007091,C01842,2023-08-19,High Amount,High
F007092,C09855,2023-03-04,High Amount,Medium
F007093,C02129,2023-06-20,High Amount,Medium
F007094,C14057,2023-07-20,High Amount,
F007095,C12710,2023-04-08,Location Mismatch,High
F007096,C04437,2023-02-19,Location Mismatch,Medium
F007097,C13223,2023-06-14,Location Mismatch,Medium
F007098,C14458,2023-07-17,Location Mismatch,Low
F007099,C06324,2023-07-02,High Amount,Low
F007100,C07076,2023-10-21,High Amount,Medium
F007101,C18905,2023-10-30,High Amount,Low
F007102,C15984,2023-11-09,High Amount,Low
F007103,C16583,2023-09-02,High Amount,High
F007104,C15898,2023-07-31,High Amount,Low
F007105,C02494,2023-10-14,Location Mismatch,Low
F007106,C17471,2023-04-20,Multiple Transactions,High
F007107,C13231,2023-05-02,Location Mismatch,Medium
F007108,C06895,2023-10-03,Location Mismatch,Low
F007109,C17634,2023-10-26,Multiple Transactions,Low
F007110,C03801,2023-07-30,Multiple Transactions,High
F007111,C17026,2023-09-09,Multiple Transactions,
F007112,C18915,2023-04-01,Multiple Transactions,Medium
F007113,C12772,2023-11-08,Multiple Transactions,Low
F007114,C12970,2023-03-07,High Amount,High
F007115,C14200,2023-11-01,Location Mismatch,Low
F007116,C01697,2023-03-31,Multiple Transactions,Medium
F007117,C11979,2023-09-19,High Amount,Low
F007118,C14448,2023-12-21,High Amount,High
F007119,C06301,2023-12-10,Multiple Transactions,Medium
F007120,C14039,2023-07-27,Location Mismatch,Medium
F007121,C16079,2023-05-16,Multiple Transactions,Low
F007122,C14830,2023-01-22,Location Mismatch,Medium
F007123,C04282,2023-10-08,Location Mismatch,High
F007124,C17544,2023-03-24,High Amount,Low
F007125,C19942,2023-03-06,Location Mismatch,High
F007126,C17488,2023-06-14,Multiple Transactions,Low
F007127,C17829,2023-07-25,High Amount,Medium
F007128,C01071,2023-11-06,Multiple Transactions,Low
F007129,C17239,2023-06-15,Location Mismatch,Medium
F007130,C15045,2023-04-23,Multiple Transactions,Medium
F007131,C15597,2023-08-29,High Amount,Medium
F007132,C16042,2023-03-09,Location Mismatch,
F007133,C15098,2023-10-29,Location Mismatch,Low
F007134,C13857,2023-01-22,Location Mismatch,Medium
F007135,C06119,2023-01-11,Multiple Transactions,Medium
F007136,C01010,2023-11-14,Multiple Transactions,Low
F007137,C12682,2023-07-23,Location Mismatch,Low
F007138,C02603,2023-11-21,High Amount,Medium
F007139,C16574,2023-04-28,Location Mismatch,High
F007140,C15152,2023-05-28,Multiple Transactions,High
F007141,C09903,2023-10-22,Multiple Transactions,Medium
F007142,C01500,2023-03-14,High Amount,High
F007143,C13887,2023-07-03,Location Mismatch,Medium
F007144,C19670,2023-02-24,High Amount,Low
F007145,C07369,2023-09-15,Location Mismatch,High
F007146,C13956,2023-11-06,Location Mismatch,High
F007147,C16856,2023-09-15,Location Mismatch,High
F007148,C18742,2023-03-26,Location Mismatch,High
F007149,C02630,2023-06-15,Location Mismatch,High
F007150,C15709,2023-12-20,Multiple Transactions,Low
F007151,C19282,2023-02-23,High Amount,High
F007152,C00682,2023-04-26,High Amount,Low
F007153,C12199,2023-04-12,HighAmount,Medium
F007154,C10332,2023-11-17,High Amount,Medium
F007155,C07184,2023-06-22,High Amount,Medium
F007156,C18916,2023-05-13,High Amount,Low
F007157,C18485,2023-04-05,Multiple Transactions,Medium
F007158,C09976,2023-10-12,Location Mismatch,Medium
F007159,C05835,2023-11-19,Multiple Transactions,Low
F007160,C05618,2023-03-04,Location Mismatch,High
F007161,C11309,2023-12-13,Multiple Transactions,Low
F007162,C19637,2023-01-31,Multiple Transactions,Medium
F007163,C17257,2023-07-31,High Amount,Medium
F007164,C07319,2023-09-04,Multiple Transactions,Low
F007165,C03517,2023-06-14,Location Mismatch,High
F007166,C15069,2023-08-10,Multiple Transactions,Low
F007167,C03241,2023-07-18,High Amount,Medium
F007168,C08927,2023-03-21,Location Mismatch,
F007169,C14765,2023-04-24,Location Mismatch,Medium
F007170,C19122,2023-10-13,Multiple Transactions,High
F007171,C08293,2023-12-23,Location Mismatch,Medium
F007172,C15830,2023-06-29,High Amount,Medium
F007173,C10474,2023-11-02,Multiple Transactions,Low
F007174,C18326,2023-07-01,High Amount,Medium
F007175,C02507,2023-04-17,Location Mismatch,Low
F007176,C07150,2023-02-27,High Amount,Medium
F007177,C00475,2023-05-14,Multiple Transactions,High
F007178,C12765,2023-04-02,Location Mismatch,
F007179,C08523,2023-06-29,Multiple Transactions,Medium
F007180,C10316,2023-02-22,Location Mismatch,Medium
F007181,C19665,2023-03-03,Multiple Transactions,High
F007182,C18966,2023-02-15,Location Mismatch,Low
F007183,C15883,2023-07-16,High Amount,Medium
F007184,C19223,2023-01-30,Location Mismatch,Low
F007185,C03157,2023-03-13,Location Mismatch,
F007186,C01090,2023-01-28,High Amount,Low
F007187,C06155,2023-11-19,Location Mismatch,Medium
F007188,C05204,2023-02-05,HighAmount,Low
F007189,C09925,2023-12-23,Multiple Transactions,High
F007190,C09759,2023-03-24,Multiple Transactions,Medium
F007191,C15127,2023-01-15,Multiple Transactions,High
F007192,C15860,2023-08-16,High Amount,Low
F007193,C06689,2023-10-02,High Amount,Medium
F007194,C01025,2023-04-16,Multiple Transactions,Medium
F007195,C15730,2023-11-09,High Amount,High
F007196,C03909,2023-02-04,High Amount,Medium
F007197,C12543,2023-06-11,High Amount,Medium
F007198,C14476,2023-12-11,Multiple Transactions,Low
F007199,C02216,2023-11-20,Location Mismatch,Low
F007200,C07091,2023-04-08,Location Mismatch,Medium
F007201,C18333,2023-06-14,Multiple Transactions,Medium
F007202,C12813,2023-09-19,Multiple Transactions,Low
F007203,C08401,2023-06-16,High Amount,Low
F007204,C15484,2023-03-16,Multiple Transactions,High
F007205,C09113,2023-02-08,High Amount,Low
F007206,C11479,2023-05-09,High Amount,Medium
F007207,C06967,2023-03-27,Multiple Transactions,High
F007208,C18278,2023-07-06,Multiple Transactions,High
F007209,C13967,2023-11-02,Location Mismatch,High
F007210,C09124,2023-09-18,HighAmount,Medium
F007211,C15208,2023-10-10,Multiple Transactions,Low
F007212,C15317,2023-08-13,Multiple Transactions,Medium
F007213,C06330,2023-11-03,Multiple Transactions,High
F007214,C06968,2023-12-27,High Amount,High
F007215,C02329,2023-02-17,Multiple Transactions,Medium
F007216,C19384,2023-05-17,Location Mismatch,Low
F007217,C05675,2023-04-08,Location Mismatch,High
F007218,C09542,2023-11-18,High Amount,Low
F007219,C07773,2023-08-06,Multiple Transactions,High
F007220,C11845,2023-04-13,Multiple Transactions,Medium
F007221,C00328,2023-04-22,High Amount,Medium
F007222,C04680,2023-11-20,Location Mismatch,Medium
F007223,C05926,2023-01-07,Location Mismatch,High
F007224,C19060,2023-01-13,Multiple Transactions,Low
F007225,C01515,2023-05-08,Location Mismatch,Medium
F007226,C11591,2023-03-05,Location Mismatch,Low
F007227,C16553,2023-01-04,Multiple Transactions,Medium
F007228,C07799,2023-08-30,Location Mismatch,High
F007229,C02498,2023-04-30,Location Mismatch,Low
F007230,C01228,2023-07-30,Location Mismatch,Low
F007231,C09787,2023-05-11,Multiple Transactions,Low
F007232,C01724,2023-09-26,Multiple Transactions,High
F007233,C01390,2023-03-30,High Amount,Medium
F007234,C15122,2023-06-23,Location Mismatch,Low
F007235,C05074,2023-12-05,High Amount,Medium
F007236,C02494,2023-03-20,Location Mismatch,Medium
F007237,C01861,2023-04-20,Multiple Transactions,Medium
F007238,C06101,2023-06-09,High Amount,Medium
F007239,C13661,2023-07-26,High Amount,Low
F007240,C10168,2023-08-23,Location Mismatch,Medium
F007241,C11805,2023-10-13,Location Mismatch,High
F007242,C09804,2023-05-07,HighAmount,Medium
F007243,C13851,2023-06-28,Multiple Transactions,High
F007244,C17896,2023-09-14,Multiple Transactions,High
F007245,C18259,2023-09-11,Multiple Transactions,High
F007246,C03849,2023-09-11,Location Mismatch,Low
F007247,C03408,2023-10-28,Multiple Transactions,Medium
F007248,C05412,2023-02-02,Location Mismatch,Medium
F007249,C12470,2023-03-15,Multiple Transactions,Medium
F007250,C15135,2023-02-08,High Amount,Medium
F007251,C17127,2023-02-09,Location Mismatch,Low
F007252,C17128,2023-07-27,Multiple Transactions,Medium
F007253,C10447,2023-05-25,High Amount,Medium
F007254,C04711,2023-03-07,Multiple Transactions,Medium
F007255,C04470,2023-05-14,High Amount,High
F007256,C09737,2023-08-20,High Amount,High
F007257,C06165,2023-07-16,Location Mismatch,Low
F007258,C16733,2023-12-10,High Amount,Medium
F007259,C00132,2023-08-11,Multiple Transactions,Low
F007260,C02287,2023-06-14,Location Mismatch,High
F007261,C05701,2023-05-08,Location Mismatch,High
F007262,C09666,2023-01-05,High Amount,High
F007263,C11626,2023-09-05,High Amount,Low
F007264,C06660,2023-11-04,High Amount,Medium
F007265,C10962,2023-11-10,Multiple Transactions,Low
F007266,C05785,2023-11-13,Multiple Transactions,Low
F007267,C14202,2023-12-01,Location Mismatch,Low
F007268,C05869,2023-01-13,Location Mismatch,Medium
F007269,C01241,2023-07-03,Multiple Transactions,
F007270,C03126,2023-04-18,Location Mismatch,Medium
F007271,C13629,2023-01-11,Multiple Transactions,Low
F007272,C00432,2023-03-26,Location Mismatch,Low
F007273,C19586,2023-05-22,High Amount,
F007274,C14827,2023-12-10,High Amount,Low
F007275,C08775,2023-05-13,High Amount,High
F007276,C00464,2023-12-06,Location Mismatch,Low
F007277,C13755,2023-12-16,High Amount,Medium
F007278,C12833,2023-01-24,High Amount,Low
F007279,C08877,2023-12-22,Multiple Transactions,High
F007280,C15709,2023-09-05,Location Mismatch,Medium
F007281,C08625,2023-04-15,High Amount,Medium
F007282,C07941,2023-03-28,Location Mismatch,Low
F007283,C18311,2023-08-04,Location Mismatch,Low
F007284,C03059,2023-03-22,High Amount,Medium
F007285,C13596,2023-04-16,Location Mismatch,Low
F007286,C08877,2023-07-01,High Amount,Low
F007287,C02358,2023-05-13,High Amount,Low
